chrom,end,score,strand,read_density,clip_length
chr7,98386558,7,+,17,185.8235294117647
chr7,98386608,46,+,151,40.47019867549669
chr7,98387909,4,-,7,28.428571428571427
chr7,99013243,6,+,12,53.5
chr7,99366272,8,+,54,66.61111111111111
chr7,99394119,4,+,5,37.0
chr7,99394566,9,+,4,109.75
chr7,99394725,25,+,40,63.65
chr7,99394811,252,+,391,52.32480818414322
chr7,99419617,13,+,161,70.85093167701864
chr7,99398008,5,-,3,378.6666666666667
chr7,99403506,4,-,3,154.0
chr7,99404955,13,-,14,176.92857142857142
chr7,99408610,60,-,48,65.60416666666667
chr7,99460194,4,+,100,77.63
chr7,99564706,11,+,15,63.666666666666664
chr7,99459270,15,-,9,414.55555555555554
chr7,99460203,101,-,96,76.19791666666667
chr7,99466207,448,-,15,76.13333333333334
chr7,100081742,5,-,6,40.0
chr7,100091331,7,+,3,38.333333333333336
chr7,100091939,107,+,3,83.33333333333333
chr7,100092200,17,+,24,68.66666666666667
chr7,100107177,7,+,2,86.5
chr7,100154212,11,+,202,72.81188118811882
chr7,100154166,3,+,12,77.5
chr7,100154126,7,+,4,96.5
chr7,100214392,11,+,222,71.28378378378379
chr7,100214414,3,+,6,92.16666666666667
chr7,100214318,10,+,5,63.6
chr7,100221490,9,+,26,75.26923076923077
chr7,100367735,8,+,18,65.16666666666667
chr7,100332583,3,-,11,172.8181818181818
chr7,100335975,24,-,27,73.0
chr7,100329745,3,-,5,49.6
chr7,100479233,6,-,3,48.666666666666664
chr7,100680190,7,+,8,40.75
chr7,100873459,5,+,27,56.7037037037037
chr7,100888664,8,+,31,81.16129032258064
chr7,101018937,5,+,8,79.875
chr7,101160919,5,+,3,84.66666666666667
chr7,101161280,32,+,45,80.33333333333333
chr7,101245095,75,-,65,51.76923076923077
chr7,101245121,4,-,5,28.8
chr7,102283958,3,+,11,81.27272727272727
chr7,102380633,6,+,7,75.57142857142857
chr7,102404683,3,+,4,104.0
chr7,102425449,15,+,17,61.0
chr7,102473168,4,+,8,70.625
chr7,102481685,4,+,11,45.54545454545455
chr7,102654347,3,+,22,33.13636363636363
chr7,102478946,7,-,24,52.875
chr7,102474453,5,-,2,712.0
chr7,102474535,3,-,3,12.0
chr7,102476272,10,-,8,126.0
chr7,102494733,6,-,1,92.0
chr7,102494937,4,-,2,14.5
chr7,102544171,57,-,42,43.45238095238095
chr7,102545116,8,-,9,40.666666666666664
chr7,102572610,30,-,9,77.22222222222223
chr7,102572686,3,-,3,39.666666666666664
chr7,102580864,5,-,15,39.0
chr7,102593902,6,-,1,92.0
chr7,102594106,4,-,2,14.5
chr7,102643269,53,-,60,39.68333333333333
chr7,102644207,7,-,10,48.4
chr7,102671690,29,-,9,77.22222222222223
chr7,102671727,3,-,5,36.8
chr7,102679926,4,-,15,69.66666666666667
chr7,102689756,8,-,6,55.333333333333336
chr7,103312418,47,+,30,55.86666666666667
chr7,103312580,5,+,8,94.0
chr7,103344774,5,-,6,336.1666666666667
chr7,103344830,4,-,14,39.5
chr7,103368232,41,+,4,56.25
chr7,105582487,6,+,9,87.77777777777777
chr7,105582486,7,-,9,87.77777777777777
chr7,106284987,4,-,5,31.6
chr7,107919745,43,+,44,66.6590909090909
chr7,108511065,17,+,32,50.875
chr7,108574404,8,+,8,66.625
chr7,108511064,19,-,32,50.875
chr7,110963567,11,-,16,384.0625
chr7,111521451,6,-,5,131.8
chr7,111561924,11,-,11,51.27272727272727
chr7,111562543,4,-,1,74.0
chr7,112342953,10,+,6,60.833333333333336
chr7,112343024,7,+,13,73.38461538461539
chr7,112343037,3,+,13,72.61538461538461
chr7,112475729,6,+,17,66.58823529411765
chr7,112476192,8,+,32,56.0
chr7,113118163,6,-,7,152.71428571428572
chr7,116257581,4,+,7,225.57142857142858
chr7,116919272,12,+,15,90.73333333333333
chr7,117230104,11,+,20,84.3
chr7,120400076,7,+,4,67.75
chr7,120482914,8,+,9,63.666666666666664
chr7,120858016,4,-,21,39.19047619047619
chr7,120858084,3,-,3,45.0
chr7,120956702,5,+,5,72.8
chr7,120956981,6,+,9,70.22222222222223
chr7,120975332,3,+,1,124.0
chr7,121396342,3,-,4,273.75
chr7,121351253,4,-,5,427.0
chr7,121440938,7,+,5,815.6
chr7,123550589,10,-,11,225.36363636363637
chr7,123557455,20,-,37,121.78378378378379
chr7,123557885,45,-,1,11.0
chr7,127591704,4,+,89,64.51685393258427
chr7,128457932,3,+,36,40.416666666666664
chr7,128458424,6,+,84,74.92857142857143
chr7,128470405,10,+,12,46.75
chr7,128502129,14,+,7,62.714285714285715
chr7,128505317,3,+,11,101.27272727272727
chr7,128663480,4,-,7,63.142857142857146
chr7,128655018,6,+,1,83.0
chr7,128949388,6,+,12,89.0
chr7,130040213,4,-,6,44.666666666666664
chr7,130051380,18,-,19,28.57894736842105
chr7,130165718,4,-,5,40.4
chr7,131487966,3,+,7,61.57142857142857
chr7,131662666,11,+,23,116.21739130434783
chr7,133035942,57,+,118,50.47457627118644
chr7,133081986,51,-,1,102.0
chr7,133035944,79,-,118,50.47457627118644
chr7,134316991,5,-,2,39.0
chr7,134445326,5,-,2,73.0
chr7,134451694,5,-,1,198.0
chr7,134451751,5,-,5,129.8
chr7,134459158,76,-,33,53.696969696969695
chr7,134989687,4,+,10,66.2
chr7,135170522,5,-,1,64.0
chr7,135170771,24,-,5,41.2
chr7,135165899,10,+,10,79.5
chr7,135188734,5,-,10,53.1
chr7,135674450,36,+,34,72.29411764705883
chr7,135674635,8,+,7,77.71428571428571
chr7,135675020,9,+,1,3.0
chr7,135675231,20,+,7,57.42857142857143
chr7,137514261,31,+,91,53.42857142857143
chr7,137514267,60,-,87,52.81609195402299
chr7,137722906,24,+,59,54.101694915254235
chr7,137722904,37,-,59,54.101694915254235
chr7,139023202,6,+,11,44.27272727272727
chr7,139345799,5,+,37,64.45945945945945
chr7,139423211,6,+,4,110.0
chr7,140704965,18,+,20,131.4
chr7,140706650,354,+,467,65.66809421841542
chr7,141010663,25,-,17,98.11764705882354
chr7,141014688,16,-,11,37.63636363636363
chr7,141014987,81,-,7,55.42857142857143
chr7,141653938,5,+,1,70.0
chr7,141743992,7,+,8,155.5
chr7,141745588,9,+,9,97.0
chr7,143269119,93,+,111,67.77477477477477
chr7,143307696,5,-,13,99.92307692307692
chr7,148809678,7,-,8,33.125
chr7,149028479,21,-,28,43.42857142857143
chr7,149028524,13,-,18,105.94444444444444
chr7,149880694,10,+,10,81.3
chr7,150448143,6,-,35,47.42857142857143
chr7,150435408,11,+,2,818.0
chr7,150447795,3,+,17,75.29411764705883
chr7,150447182,8,+,6,18.5
chr7,150448150,27,+,31,43.54838709677419
chr7,150632364,4,-,7,63.857142857142854
chr7,150693641,28,+,29,66.37931034482759
chr7,150743141,6,+,8,74.125
chr7,150743649,9,+,4,69.0
chr7,151077025,6,-,5,24.8
chr7,151080826,19,-,18,97.61111111111111
chr7,151083531,9,-,3,28.666666666666668
chr7,151361249,4,+,12,92.75
chr7,151519708,45,-,16,33.9375
chr7,155644405,8,-,7,191.28571428571428
chr7,157192881,5,-,7,619.5714285714286
chr7,157386318,24,+,19,65.15789473684211
chr7,157776959,9,-,2,175.0
chr8,716008,3,-,6,309.3333333333333
chr8,6436120,5,+,3,59.0
chr8,8636010,5,+,5,66.2
chr8,11195973,4,-,5,56.2
chr8,0,5,+,0,
chr8,11564601,25,+,41,76.82926829268293
chr8,11787346,9,+,12,73.5
chr8,11838856,5,+,3,123.0
chr8,11839005,3,+,9,37.888888888888886
chr8,11839308,30,+,46,70.04347826086956
chr8,11853480,8,-,7,94.71428571428571
chr8,11868122,56,-,8,23.875
chr8,18025659,4,+,4,137.5
chr8,18027765,68,+,85,71.4235294117647
chr8,18027975,8,+,10,63.1
chr8,18075588,5,-,11,108.18181818181819
chr8,22541144,8,+,11,59.90909090909091
chr8,22758395,5,+,5,47.8
chr8,23296279,13,+,20,76.9
chr8,23572292,32,+,12,99.83333333333333
chr8,23572308,23,+,12,100.33333333333333
chr8,23585242,5,+,5,47.2
chr8,26370893,5,+,1,244.0
chr8,26413127,8,+,13,70.92307692307692
chr8,27512119,5,+,5,65.6
chr8,27777068,5,+,4,27.75
chr8,28350101,5,-,5,467.2
chr8,28889966,3,-,3,27.333333333333332
chr8,30083112,33,-,4,40.5
chr8,30106064,29,+,35,54.97142857142857
chr8,30117810,3,+,10,40.7
chr8,30183368,3,+,5,63.8
chr8,30183622,25,+,5,83.4
chr8,30653604,8,-,5,117.0
chr8,30658252,32,-,5,21.6
chr8,33044614,23,+,23,62.43478260869565
chr8,33044855,9,+,8,61.125
chr8,33512922,4,-,2,52.0
chr8,34874704,5,-,6,59.333333333333336
chr8,35524696,10,+,4,21.0
chr8,37766384,13,+,14,66.64285714285714
chr8,37767091,8,+,5,414.4
chr8,37778933,10,+,10,49.2
chr8,38176505,51,-,21,31.333333333333332
chr8,38176736,7,-,5,24.8
chr8,38269221,7,-,24,70.16666666666667
chr8,38320743,8,-,10,28.8
chr8,41544763,5,+,5,48.4
chr8,42405574,3,+,7,8.857142857142858
chr8,42405781,104,+,1,224.0
chr8,42552980,34,+,54,68.24074074074075
chr8,47157814,10,+,15,62.6
chr8,47165591,6,+,5,58.2
chr8,47157820,7,-,14,65.64285714285714
chr8,47977928,7,+,12,58.333333333333336
chr8,48060941,10,+,7,43.57142857142857
chr8,48061571,95,+,144,65.51388888888889
chr8,48193251,10,+,3,96.33333333333333
chr8,51818430,4,-,9,23.0
chr8,53913813,6,+,11,68.27272727272727
chr8,54147904,53,+,58,74.70689655172414
chr8,53970468,4,-,2,119.5
chr8,53979171,4,-,2,184.0
chr8,53993756,6,-,4,102.5
chr8,54000055,4,-,4,125.0
chr8,54022340,42,-,6,45.166666666666664
chr8,54101919,39,-,16,50.6875
chr8,55786293,4,+,5,31.0
chr8,56102280,15,+,9,162.22222222222223
chr8,56073777,65,-,39,322.15384615384613
chr8,56074169,177,-,57,332.9122807017544
chr8,56074513,2140,-,1989,55.62091503267974
chr8,56102300,7,-,5,120.4
chr8,56102365,4,-,10,26.8
chr8,56218619,15,+,18,61.5
chr8,58582860,12,+,17,73.58823529411765
chr8,60584815,16,+,18,69.0
chr8,60591970,5,+,2,100.0
chr8,60620948,33,+,62,67.95161290322581
chr8,60621075,4,+,4,72.5
chr8,61203559,19,+,38,58.18421052631579
chr8,63038810,25,-,23,63.130434782608695
chr8,66922401,6,-,7,120.57142857142857
chr8,66922727,9,-,7,200.85714285714286
chr8,66925545,147,-,120,71.31666666666666
chr8,67057447,5,-,4,228.5
chr8,67062050,59,-,3,15.666666666666666
chr8,70608335,5,-,13,52.0
chr8,70608386,6,-,44,54.70454545454545
chr8,71843858,18,-,14,31.214285714285715
chr8,71843862,3,-,13,32.46153846153846
chr8,71844041,7,-,2,11.0
chr8,72002406,5,+,5,60.0
chr8,73032135,5,+,5,62.8
chr8,73292801,4,-,889,93.19010123734533
chr8,73293663,3,-,20,141.15
chr8,73291172,44,-,16,642.3125
chr8,73291253,22,-,17,286.8235294117647
chr8,73291665,99,-,96,168.89583333333334
chr8,73291884,51,-,46,241.04347826086956
chr8,73291892,12,-,53,311.2830188679245
chr8,73291912,16,-,37,292.8918918918919
chr8,73292375,101,-,91,248.57142857142858
chr8,73292384,5,-,144,299.88194444444446
chr8,73292388,14,-,140,306.3285714285714
chr8,73292402,47,-,120,324.575
chr8,73292406,19,-,117,330.0683760683761
chr8,73293094,9,-,9,40.111111111111114
chr8,73293201,5,-,5,60.8
chr8,73294071,4,-,5,18.2
chr8,73972194,7,-,40,46.225
chr8,73956056,9,-,18,259.3333333333333
chr8,73959822,14,-,45,107.42222222222222
chr8,73972287,4,-,24,59.75
chr8,73971948,5,-,3,652.3333333333334
chr8,73972269,6,-,24,57.458333333333336
chr8,76989027,7,-,8,54.0
chr8,77000151,36,-,3,55.666666666666664
chr8,80029980,12,-,7,35.285714285714285
chr8,80030288,31,-,17,65.82352941176471
chr8,80064596,4,-,7,251.85714285714286
chr8,81284777,125,+,125,62.256
chr8,81715122,5,-,5,60.2
chr8,81718226,4,-,8,77.5
chr8,85217508,16,-,13,101.76923076923077
chr8,85217704,7,-,6,86.33333333333333
chr8,85219364,8,-,5,86.4
chr8,86467484,6,+,8,47.75
chr8,86477907,5,-,7,41.142857142857146
chr8,86508707,29,-,8,41.0
chr8,89790467,11,+,8,61.5
chr8,90052005,104,+,134,67.90298507462687
chr8,93728462,17,+,16,71.5
chr8,94380261,5,-,5,26.2
chr8,95057962,15,+,19,61.78947368421053
chr8,96235614,6,-,3,22.333333333333332
chr8,96231885,6,-,5,174.2
chr8,96231941,5,-,20,210.25
chr8,96233228,43,-,104,152.21153846153845
chr8,97661173,12,+,21,55.666666666666664
chr8,97713751,8,+,38,49.78947368421053
chr8,97724694,5,+,1,109.0
chr8,97687605,5,+,6,41.333333333333336
chr8,97726314,3,+,13,39.23076923076923
chr8,98045599,7,-,32,37.3125
chr8,98042768,52,-,27,204.66666666666666
chr8,98043414,16,-,11,187.0
chr8,98045090,271,-,205,167.89756097560976
chr8,98045419,749,-,515,78.4116504854369
chr8,98117211,26,-,1,35.0
chr8,99892057,4,-,130,92.38461538461539
chr8,100153617,79,+,99,76.22222222222223
chr8,100154004,45,+,58,58.58620689655172
chr8,100162991,6,+,13,46.0
chr8,100303785,7,-,14,50.92857142857143
chr8,100309974,3,-,5,158.8
chr8,100501148,5,+,28,58.964285714285715
chr8,100704075,4,-,5,39.6
chr8,100704397,45,-,14,129.85714285714286
chr8,100705049,23,-,19,482.42105263157896
chr8,100705057,8,-,19,482.42105263157896
chr8,100705675,30,-,9,138.55555555555554
chr8,100706790,15,-,13,257.38461538461536
chr8,100706806,3,-,10,262.2
chr8,100706997,40,-,38,321.0
chr8,100709226,12,-,12,338.6666666666667
chr8,100709552,13,-,6,364.3333333333333
chr8,100709585,10,-,9,434.77777777777777
chr8,100709720,14,-,16,189.4375
chr8,100712450,3,-,2,145.5
chr8,100712828,16,-,10,52.6
chr8,100715601,9,-,7,124.71428571428571
chr8,100717392,8,-,7,64.85714285714286
chr8,100717890,5,-,4,426.75
chr8,100718278,4,-,4,528.5
chr8,100721550,10,-,3,509.6666666666667
chr8,100721681,6,-,4,22.25
chr8,100721809,5,-,3,7.0
chr8,100722030,7,-,6,92.16666666666667
chr8,100722092,24,-,45,62.977777777777774
chr8,100896205,5,-,14,59.642857142857146
chr8,100919910,3,-,5,33.0
chr8,100952048,6,-,20,99.15
chr8,100953397,3,-,10,45.2
chr8,100948860,5,-,7,52.0
chr8,100952063,3,-,13,134.30769230769232
chr8,100896202,7,+,14,59.642857142857146
chr8,100912675,14,+,17,77.6470588235294
chr8,100919909,4,+,5,33.0
chr8,101200098,5,-,4,267.0
chr8,101201755,14,-,8,119.25
chr8,101202308,17,-,15,36.46666666666667
chr8,101205606,199,-,173,56.64739884393064
chr8,101205654,71,-,98,51.59183673469388
chr8,101205661,5,-,89,52.37078651685393
chr8,101205673,20,-,68,35.13235294117647
chr8,101205680,6,-,43,38.44186046511628
chr8,101205691,5,-,38,41.10526315789474
chr8,101205700,5,-,18,52.833333333333336
chr8,102261263,3,-,5,279.8
chr8,102651543,6,-,4,73.5
chr8,103403434,3,-,14,40.214285714285715
chr8,103442982,56,+,70,61.8
chr8,103443117,4,+,6,74.83333333333333
chr8,103443453,4,+,5,59.0
chr8,108203117,10,-,9,219.55555555555554
chr8,108203509,7,-,8,303.75
chr8,108214716,5,-,5,225.4
chr8,108216517,7,-,4,374.75
chr8,108217464,4,-,4,199.75
chr8,108229196,8,-,7,73.28571428571429
chr8,108235102,5,-,9,107.33333333333333
chr8,108236205,3,-,7,208.14285714285714
chr8,108240076,4,-,11,124.9090909090909
chr8,108241924,12,-,30,108.73333333333333
chr8,108248733,130,-,433,39.97228637413395
chr8,108228391,5,-,5,120.0
chr8,109343676,30,+,172,74.18023255813954
chr8,109343690,8,+,83,70.97590361445783
chr8,109530342,12,+,4,92.0
chr8,109560929,4,+,1,3.0
chr8,109564966,10,+,19,81.89473684210526
chr8,116646605,35,-,12,446.8333333333333
chr8,116648929,22,-,11,338.8181818181818
chr8,116655972,9,-,5,146.4
chr8,116656005,5,-,8,97.25
chr8,116657315,10,-,10,134.0
chr8,116658933,23,-,13,189.76923076923077
chr8,116658956,10,-,10,265.5
chr8,116726177,24,-,24,158.20833333333334
chr8,117524084,19,+,16,61.9375
chr8,120432124,6,-,4,49.75
chr8,120445164,102,-,45,58.28888888888889
chr8,122974510,4,+,5,52.2
chr8,123241412,4,-,1,64.0
chr8,123256204,14,+,11,52.09090909090909
chr8,123442021,10,+,10,74.0
chr8,124549985,204,+,213,69.42723004694835
chr8,127592818,15,+,16,165.5
chr8,127630902,6,+,6,37.166666666666664
chr8,127741442,5,+,25,59.16
chr8,127741274,3,+,3,60.0
chr8,127932707,10,+,12,70.08333333333333
chr8,129939832,13,-,6,56.666666666666664
chr8,134565615,17,-,7,20.142857142857142
chr8,134600546,9,-,4,16.25
chr8,134601903,5,-,2,40.5
chr8,141431523,24,+,41,78.8780487804878
chr8,143021839,10,+,4,43.25
chr8,143021946,10,+,6,63.833333333333336
chr8,143022225,6,+,6,102.33333333333333
chr8,143022315,278,+,5,56.2
chr8,143281705,11,-,2,41.0
chr8,143578351,11,-,11,49.81818181818182
chr8,143580731,3,-,12,153.58333333333334
chr8,143581332,4,-,14,248.64285714285714
chr8,143586852,18,-,56,93.60714285714286
chr8,143597456,29,-,8,25.75
chr8,143616727,13,-,11,139.72727272727272
chr8,143617556,27,-,5,48.2
chr8,143824401,10,-,8,59.625
chr8,144080648,9,+,32,75.59375
chr8,144086220,21,+,32,71.75
chr8,144097529,5,+,184,68.94565217391305
chr8,144107612,5,+,18,75.5
chr8,144393786,6,-,4,738.5
chr8,144394076,6,-,4,13.0
chr8,144413392,6,-,4,74.75
chr8,144413613,18,-,3,15.333333333333334
chr8,144424819,9,-,5,426.0
chr8,144426983,32,-,29,66.55172413793103
chr8,144427294,5,-,4,64.5
chr8,144465492,14,-,7,15.714285714285714
chr8,144755531,8,-,2,37.5
chr8,144790471,75,-,36,296.1111111111111
chr8,144791421,65,-,40,214.675
chr8,144791425,11,-,36,208.5
chr8,144791449,12,-,40,187.025
chr8,144791458,10,-,38,214.05263157894737
chr8,144791492,32,-,45,195.82222222222222
chr8,144791911,68,-,57,177.94736842105263
chr8,144791917,855,-,53,176.56603773584905
chr8,145054433,8,+,18,71.61111111111111
chr8,145056030,8,+,9,56.666666666666664
chr9,25007,13,-,30,82.46666666666667
chr9,0,7,-,0,
chr9,136115,6,-,22,55.09090909090909
chr9,146931,3,-,4,548.25
chr9,147207,4,-,20,26.35
chr9,148666,3,-,1,72.0
chr9,151466,19,-,90,40.05555555555556
chr9,173368,4,-,4,173.75
chr9,175787,3,-,38,57.26315789473684
chr9,178924,18,-,2,75.5
chr9,122092,4,-,3,125.0
chr9,132377,3,-,4,51.5
chr9,135033,3,-,3,183.33333333333334
chr9,146236,5,-,3,39.666666666666664
chr9,146316,4,-,3,24.0
chr9,146637,7,-,6,8.166666666666666
chr9,146725,3,-,4,6.5
chr9,156551,4,-,5,37.8
chr9,164040,6,-,6,139.33333333333334
chr9,2039777,4,+,3,285.6666666666667
chr9,2827179,6,-,5,12.8
chr9,2838518,4,-,14,80.14285714285714
chr9,2844130,8,-,1,11.0
chr9,4741204,7,-,8,41.25
chr9,4860441,3,+,6,94.16666666666667
chr9,5463327,7,+,6,54.833333333333336
chr9,5436699,8,-,7,94.28571428571429
chr9,5438397,6,-,4,37.75
chr9,5580719,4,-,5,122.8
chr9,6639668,5,-,7,79.85714285714286
chr9,6507056,6,+,10,42.0
chr9,6644075,7,+,8,55.25
chr9,6670635,5,+,6,69.33333333333333
chr9,6676009,27,+,29,58.172413793103445
chr9,7478379,32,+,59,61.559322033898304
chr9,9091323,5,+,23,71.3913043478261
chr9,15067033,5,+,5,70.4
chr9,15527887,9,+,11,47.90909090909091
chr9,15470960,28,-,57,47.85964912280702
chr9,19379622,7,+,1716,81.72261072261072
chr9,19379603,6,-,1857,84.49649973074852
chr9,19380282,9,-,12,131.41666666666666
chr9,19376604,4,-,115,490.2695652173913
chr9,19378489,14,-,244,237.93852459016392
chr9,19378828,4,-,182,404.967032967033
chr9,19376649,53,-,86,356.4651162790698
chr9,19376654,17,-,73,367.32876712328766
chr9,19378499,82,-,203,140.3743842364532
chr9,19378518,55,-,163,106.87116564417178
chr9,19378844,15,-,170,364.08235294117645
chr9,19378847,5,-,129,241.89922480620154
chr9,19378851,13,-,130,237.16923076923078
chr9,19378863,44,-,124,227.3951612903226
chr9,19378876,19,-,156,194.76923076923077
chr9,19378888,11,-,214,155.88317757009347
chr9,19378894,16,-,250,137.404
chr9,19378899,47,-,282,147.6631205673759
chr9,19378915,76,-,264,146.13257575757575
chr9,19378920,76,-,247,145.03238866396762
chr9,20355117,4,-,6,23.666666666666668
chr9,20673912,17,+,26,53.84615384615385
chr9,32553017,81,+,78,65.85897435897436
chr9,32481519,3,-,6,52.166666666666664
chr9,33026616,4,+,5,92.4
chr9,33026915,9,+,1,32.0
chr9,33026994,4,+,4,24.5
chr9,33029992,26,+,5,99.2
chr9,33030648,11,+,5,55.4
chr9,33039069,107,+,175,74.08
chr9,33039318,21,+,33,75.45454545454545
chr9,32988713,3,-,12,45.25
chr9,32989904,4,-,4,41.75
chr9,33001628,5,-,5,26.2
chr9,33046607,3,-,9,34.666666666666664
chr9,33076680,10,-,12,28.0
chr9,33111287,6,-,9,14.222222222222221
chr9,33264751,8,-,4,51.25
chr9,33128261,9,+,9,22.444444444444443
chr9,33281070,4,+,3,35.666666666666664
chr9,33281518,5,+,136,66.05882352941177
chr9,34618796,10,-,1,3.0
chr9,35068364,4,-,5,102.2
chr9,35060377,4,-,6,255.16666666666666
chr9,35101282,42,-,6,158.0
chr9,35101963,9,-,4,66.25
chr9,35102825,11,-,8,107.625
chr9,35103172,134,-,32,32.1875
chr9,35103191,3,-,6,11.333333333333334
chr9,35620838,9,-,10,51.0
chr9,35650461,10,-,1,15.0
chr9,35650659,42,-,20,36.95
chr9,35650966,35,-,16,63.4375
chr9,35661187,32,+,35,95.08571428571429
chr9,35689888,13,-,2,71.0
chr9,35736870,38,+,31,71.96774193548387
chr9,35813787,8,-,5,135.2
chr9,35815051,51,-,36,38.416666666666664
chr9,35971640,16,+,1,910.0
chr9,35972458,3,+,5,24.8
chr9,35971576,15,-,27,66.4074074074074
chr9,35974676,5,-,5,106.6
chr9,36212060,146,+,199,73.91959798994975
chr9,37354827,4,+,7,88.71428571428571
chr9,37356997,4,+,8,49.375
chr9,37357395,5,+,17,74.41176470588235
chr9,37436993,76,+,95,60.71578947368421
chr9,37503746,10,+,2,95.5
chr9,37402859,3,-,5,492.2
chr9,37407652,7,-,6,38.333333333333336
chr9,37409125,12,-,6,30.166666666666668
chr9,37592615,199,-,176,37.44886363636363
chr9,37637365,4,+,3,14.666666666666666
chr9,37778026,4,+,11,35.72727272727273
chr9,37777232,9,-,11,29.636363636363637
chr9,37785090,62,-,19,31.105263157894736
chr9,38397452,6,+,6,54.833333333333336
chr9,40106640,6,-,7,33.714285714285715
chr9,40107465,3,-,9,42.22222222222222
chr9,41146425,6,-,21,49.61904761904762
chr9,41157195,3,-,5,288.6
chr9,41157484,6,-,24,31.416666666666668
chr9,41158957,3,-,1,72.0
chr9,41161766,19,-,92,40.130434782608695
chr9,41183662,4,-,4,173.75
chr9,41186082,3,-,39,60.17948717948718
chr9,41189364,16,-,80,73.0
chr9,41132359,4,-,3,125.0
chr9,41142683,4,-,5,44.6
chr9,41156518,5,-,3,39.0
chr9,41156600,4,-,3,24.0
chr9,41156921,7,-,6,8.166666666666666
chr9,41157009,3,-,4,5.0
chr9,41157317,5,-,4,81.5
chr9,41166854,6,-,6,42.166666666666664
chr9,41189236,14,-,2,52.5
chr9,41373711,5,+,6,53.166666666666664
chr9,41373848,14,+,20,127.75
chr9,41374132,7,+,8,62.5
chr9,61855340,6,+,6,76.5
chr9,63703867,9,-,9,34.44444444444444
chr9,63859630,3,-,2,42.5
chr9,65302573,6,-,22,51.40909090909091
chr9,65313383,3,-,4,563.25
chr9,65313670,4,-,23,34.130434782608695
chr9,65315140,3,-,1,72.0
chr9,65317949,19,-,95,40.16842105263158
chr9,65288534,4,-,2,0.5
chr9,65289898,5,-,1,58.0
chr9,65298825,4,-,5,49.0
chr9,65312706,5,-,3,39.0
chr9,65312788,4,-,3,24.0
chr9,65313109,7,-,5,7.8
chr9,65313197,3,-,4,5.0
chr9,65313505,5,-,4,81.5
chr9,65652681,5,-,2,45.5
chr9,65679252,7,+,4,490.0
chr9,65681764,6,+,4,94.75
chr9,65681836,120,+,145,67.54482758620689
chr9,65682033,17,+,16,61.1875
chr9,65682554,4,+,5,85.4
chr9,65682810,5,+,4,49.25
chr9,65733682,101,+,307,69.18892508143323
chr9,65734065,18,+,27,66.96296296296296
chr9,65733114,3,+,5,131.0
chr9,66284893,5,+,7,55.857142857142854
chr9,66285030,18,+,19,121.36842105263158
chr9,68245299,6,+,4,490.0
chr9,68247803,5,+,4,94.75
chr9,68247876,106,+,145,67.59310344827587
chr9,68248073,15,+,16,61.1875
chr9,68248594,3,+,5,85.4
chr9,68248850,3,+,4,49.25
chr9,68299653,84,+,312,68.98076923076923
chr9,68300036,16,+,27,66.96296296296296
chr9,68299092,4,+,6,140.66666666666666
chr9,69072840,5,+,2,84.5
chr9,69073105,16,+,15,64.86666666666666
chr9,69073224,3,+,3,73.66666666666667
chr9,70217716,7,+,20,66.7
chr9,71973457,5,+,7,65.14285714285714
chr9,75146853,18,+,18,58.666666666666664
chr9,76399666,13,+,23,53.91304347826087
chr9,77399205,4,+,7,44.857142857142854
chr9,83664947,7,-,25,62.44
chr9,83970820,3,-,9,199.88888888888889
chr9,83980246,3,-,15,37.666666666666664
chr9,83970331,13,-,6,78.33333333333333
chr9,83971357,9,-,9,72.11111111111111
chr9,83972157,8,-,3,513.6666666666666
chr9,83973401,4,-,4,23.75
chr9,83973973,3,-,4,225.0
chr9,83974640,4,-,1,11.0
chr9,83977787,4,-,6,112.16666666666667
chr9,83978280,7,-,9,125.22222222222223
chr9,83978453,15,-,15,77.73333333333333
chr9,86016675,3,+,6,39.666666666666664
chr9,86022298,3,+,8,38.375
chr9,88016870,6,-,7,60.0
chr9,88475942,5,+,5,51.0
chr9,89316620,9,+,5,95.0
chr9,89316545,10,+,6,116.66666666666667
chr9,89719760,17,+,17,70.58823529411765
chr9,92071250,3,-,7,68.71428571428571
chr9,92222674,4,-,2,106.0
chr9,92252799,12,-,17,54.88235294117647
chr9,92379866,9,+,11,595.6363636363636
chr9,92613396,10,+,1,22.0
chr9,92312475,6,-,7,43.714285714285715
chr9,93451604,10,-,2,15.0
chr9,97697371,5,-,2,16.0
chr9,98015860,5,+,1,31.0
chr9,98015409,3,+,5,54.0
chr9,98015605,9,+,3,3.3333333333333335
chr9,98015721,7,+,6,93.0
chr9,99227996,4,+,5,115.2
chr9,99230543,10,+,17,60.35294117647059
chr9,99230554,17,+,22,72.77272727272727
chr9,99230619,753,+,856,65.05023364485982
chr9,99240867,23,+,13,59.76923076923077
chr9,100007684,4,-,2,0.5
chr9,100326463,3,-,2,9.5
chr9,101552670,3,+,3,59.333333333333336
chr9,103205026,39,-,39,100.48717948717949
chr9,104759582,5,+,5,74.4
chr9,108940958,4,+,6,49.333333333333336
chr9,110256568,6,-,247,45.1417004048583
chr9,110244846,9,-,9,289.0
chr9,110250886,7,-,7,179.0
chr9,110251464,46,-,38,310.1578947368421
chr9,110251615,35,-,37,37.21621621621622
chr9,110256570,9,-,245,45.40816326530612
chr9,110256577,20,-,196,39.16836734693877
chr9,110256581,10,-,189,41.42857142857143
