chrom,start,score,strand,read_density,clip_length
chr7,65068435,3,+,4,48.5
chr7,65072562,6,+,8,38.625
chr7,65226165,4,-,15,416.26666666666665
chr7,65226305,3,+,3,17.0
chr7,65226998,4,+,3,448.6666666666667
chr7,65751041,5,+,1,17.0
chr7,65757963,3,+,4,49.25
chr7,65762062,6,+,8,32.25
chr7,65960683,6,-,35,61.34285714285714
chr7,66075869,9,+,3,33.666666666666664
chr7,66098967,5,+,8,1223.0
chr7,66099020,14,+,15,1781.0666666666666
chr7,66114829,6,+,11,43.27272727272727
chr7,66423031,7,+,8,123.125
chr7,66606693,5,-,11,29.727272727272727
chr7,66987680,31,-,37,62.108108108108105
chr7,67292428,7,-,9,91.55555555555556
chr7,66740669,3,+,3,14.333333333333334
chr7,67302622,3,+,23,48.43478260869565
chr7,73006044,16,+,12,31.166666666666668
chr7,73009441,4,+,11,94.27272727272727
chr7,73037383,5,+,19,102.78947368421052
chr7,73065528,4,+,12,85.25
chr7,73093654,5,+,17,93.6470588235294
chr7,73223877,12,+,10,291.1
chr7,73225881,3,+,7,320.85714285714283
chr7,73229563,7,+,4,263.75
chr7,73230152,10,+,3,209.0
chr7,73231807,8,+,3,126.33333333333333
chr7,73234180,10,+,4,192.0
chr7,73234610,13,+,6,17.166666666666668
chr7,72948290,3,-,30,64.53333333333333
chr7,73303224,32,-,41,67.8780487804878
chr7,73569668,3,-,12,71.75
chr7,73683570,5,+,10,68.7
chr7,73683765,5,+,6,81.83333333333333
chr7,74174343,5,+,61,84.0327868852459
chr7,74187609,6,+,5,103.4
chr7,74209932,10,+,37,52.729729729729726
chr7,74209950,4,+,48,50.479166666666664
chr7,74219008,9,+,11,37.90909090909091
chr7,74777263,12,+,10,290.1
chr7,74779252,3,+,7,320.85714285714283
chr7,74782935,6,+,3,82.66666666666667
chr7,74783524,8,+,2,4.5
chr7,74785178,6,+,3,126.33333333333333
chr7,74787550,10,+,4,192.0
chr7,74787980,13,+,6,17.166666666666668
chr7,74788599,20,+,5,143.8
chr7,74890716,4,+,13,32.53846153846154
chr7,74894115,4,+,14,128.42857142857142
chr7,75369970,5,+,5,135.4
chr7,75412739,7,+,6,98.16666666666667
chr7,74877981,5,-,18,74.5
chr7,74882152,6,-,5,89.8
chr7,74882700,6,-,3,130.66666666666666
chr7,74883158,26,-,24,25.958333333333332
chr7,75288041,6,-,22,68.72727272727273
chr7,75292768,3,-,13,63.53846153846154
chr7,75315969,11,-,18,68.5
chr7,75320698,7,-,14,61.57142857142857
chr7,75325170,6,-,5,46.8
chr7,75343936,9,-,26,72.53846153846153
chr7,75348665,3,-,9,49.0
chr7,75353079,10,-,9,57.0
chr7,75507746,3,-,11,69.63636363636364
chr7,75986981,60,-,68,76.27941176470588
chr7,75996336,36,-,42,70.02380952380952
chr7,76048038,18,+,63,34.46031746031746
chr7,76048066,3,+,150,49.22666666666667
chr7,76048084,4,+,170,50.34117647058824
chr7,76054827,5,+,7,148.85714285714286
chr7,76054871,10,+,6,146.5
chr7,76057972,6,+,3,35.0
chr7,76060371,16,+,4,386.25
chr7,76063512,6,+,3,25.0
chr7,76064799,4,+,8,258.125
chr7,76064822,15,+,22,274.1818181818182
chr7,76302672,5,-,299,40.357859531772576
chr7,76328712,5,-,4,78.5
chr7,76302539,7,+,6,30.166666666666668
chr7,76302599,16,+,13,43.23076923076923
chr7,76302632,4,+,5,55.0
chr7,76302671,3,+,299,40.357859531772576
chr7,76302748,8,+,6,96.5
chr7,76302799,4,+,5,37.0
chr7,76302843,18,+,7,90.14285714285714
chr7,76303552,11,+,11,119.54545454545455
chr7,76303611,10,+,8,99.125
chr7,76303631,3,+,7,102.0
chr7,76303654,5,+,8,34.375
chr7,76303702,6,+,7,205.14285714285714
chr7,76303729,26,+,6,317.3333333333333
chr7,77011877,12,+,24,118.66666666666667
chr7,77696427,5,+,8,18.5
chr7,77779816,6,-,14,50.142857142857146
chr7,87196109,61,-,1,90.0
chr7,87325296,62,-,4,38.75
chr7,87836098,4,-,9,66.22222222222223
chr7,88206282,5,-,254,72.1259842519685
chr7,90346696,11,+,11,37.90909090909091
chr7,90370966,7,+,4,78.5
chr7,91940861,5,+,16,148.6875
chr7,91940938,4,+,4,86.25
chr7,92112148,7,-,31,58.064516129032256
chr7,92113410,9,-,2,216.5
chr7,93993243,14,-,16,60.5625
chr7,93994150,13,-,2,30.5
chr7,95404861,9,-,15,65.2
chr7,96688753,13,-,437,64.94965675057209
chr7,96688793,68,-,221,58.64253393665158
chr7,97117684,13,+,31,55.61290322580645
chr7,97966405,13,-,13,61.0
chr7,97966588,27,-,29,69.93103448275862
chr7,97971392,5,-,5,24.2
chr7,98281676,6,+,4,40.75
chr7,98385724,7,+,173,45.39884393063584
chr7,98385722,110,-,169,44.77514792899408
chr7,99009872,6,+,10,60.8
chr7,99333321,8,+,8,114.875
chr7,99374663,11,+,7,21.428571428571427
chr7,99385691,3,+,32,94.90625
chr7,99386684,8,+,12,171.5
chr7,99388034,12,+,11,147.36363636363637
chr7,99388200,5,+,3,84.66666666666667
chr7,99389906,12,+,7,149.71428571428572
chr7,99390965,30,+,9,207.88888888888889
chr7,99392682,3,+,9,262.44444444444446
chr7,99394025,7,+,5,224.4
chr7,99408609,13,+,6,38.333333333333336
chr7,99410031,19,+,20,99.3
chr7,99411061,12,+,6,88.33333333333333
chr7,99395984,5,-,83,61.0
chr7,99458190,4,+,562,71.39145907473309
chr7,99558585,11,+,1,8.0
chr7,99558781,4,+,3,33.333333333333336
chr7,99458179,5,-,542,71.55350553505535
chr7,99459146,3,-,6,183.66666666666666
chr7,100069970,5,-,5,52.4
chr7,100088956,7,+,107,47.89719626168224
chr7,100089284,6,+,8,89.875
chr7,100090398,8,+,2,30.0
chr7,100091236,7,+,5,127.6
chr7,100101644,7,+,4,37.5
chr7,100148904,11,+,36,113.22222222222223
chr7,100148912,21,+,41,107.36585365853658
chr7,100148936,3,+,46,94.58695652173913
chr7,100149486,7,+,65,76.0
chr7,100153390,3,+,14,120.5
chr7,100209218,11,+,11,124.36363636363636
chr7,100211117,13,+,9,42.111111111111114
chr7,100211677,31,+,51,42.627450980392155
chr7,100211685,3,+,56,51.714285714285715
chr7,100211693,10,+,60,64.76666666666667
chr7,100213735,7,+,7,120.14285714285714
chr7,100220338,9,+,3,30.0
chr7,100357852,8,+,2,94.0
chr7,100359353,8,+,3,607.3333333333334
chr7,100320901,3,-,28,59.607142857142854
chr7,100325657,3,-,17,66.17647058823529
chr7,100330094,4,-,1,194.0
chr7,100466518,6,-,12,59.166666666666664
chr7,100679506,7,+,15,65.6
chr7,100870614,5,+,4,110.25
chr7,100875102,8,+,7,28.285714285714285
chr7,100884082,5,+,2,358.0
chr7,101017550,5,+,4,248.5
chr7,101154409,5,+,10,30.3
chr7,101156592,13,+,13,87.53846153846153
chr7,101239610,75,-,86,69.68604651162791
chr7,101815928,3,+,1,11.0
chr7,102363861,6,+,5,32.6
chr7,102396362,15,+,12,96.5
chr7,102464977,4,+,3,51.0
chr7,102480484,4,+,10,76.3
chr7,102565216,3,+,6,54.666666666666664
chr7,102473099,7,-,1,88.0
chr7,102473445,3,-,196,68.90306122448979
chr7,102474360,6,-,5,178.8
chr7,102483140,6,-,14,69.64285714285714
chr7,102537898,5,-,86,73.40697674418605
chr7,102566272,4,-,6,70.16666666666667
chr7,102566964,8,-,10,69.7
chr7,102573629,5,-,6,50.5
chr7,102579648,4,-,11,81.0
chr7,102582319,6,-,14,69.64285714285714
chr7,102637004,4,-,73,72.41095890410959
chr7,102666044,4,-,6,57.333333333333336
chr7,102667087,4,-,3,274.6666666666667
chr7,102672701,4,-,5,42.2
chr7,102678708,5,-,9,81.77777777777777
chr7,102681380,8,-,13,67.84615384615384
chr7,103297434,6,+,63,66.14285714285714
chr7,103298573,4,+,2,177.5
chr7,103312055,10,+,11,27.818181818181817
chr7,103322710,5,-,14,45.714285714285715
chr7,103323595,3,-,6,84.66666666666667
chr7,103347628,41,+,13,23.23076923076923
chr7,103364179,6,+,4,162.0
chr7,103366073,4,+,5,202.6
chr7,105581842,6,+,23,48.47826086956522
chr7,105581845,7,-,23,48.47826086956522
chr7,106250042,4,-,14,62.214285714285715
chr7,106250421,3,-,7,60.285714285714285
chr7,107891143,43,+,10,29.7
chr7,108510208,17,+,47,43.12765957446808
chr7,108569875,8,+,5,34.2
chr7,108510210,19,-,47,43.12765957446808
chr7,110886590,11,-,12,592.0833333333334
chr7,111487222,6,-,20,712.55
chr7,112206694,10,+,20,123.95
chr7,112286828,3,+,2,59.0
chr7,112450458,6,+,15,49.13333333333333
chr7,112460241,7,+,16,114.5625
chr7,113116717,6,-,23,66.34782608695652
chr7,116210551,4,+,17,36.05882352941177
chr7,116862521,7,+,9,44.0
chr7,116904165,4,+,3,103.0
chr7,116916032,3,+,3,40.0
chr7,116953432,11,+,5,22.4
chr7,117014887,10,+,2,13.5
chr7,120395819,7,+,11,32.72727272727273
chr7,120787319,4,-,10,60.4
chr7,120855110,20,-,29,64.6896551724138
chr7,120950748,5,+,51,39.3921568627451
chr7,121348858,3,-,4,61.25
chr7,121350008,4,-,22,75.63636363636364
chr7,121438384,7,+,9,63.888888888888886
chr7,123541028,10,-,79,68.53164556962025
chr7,123542056,4,-,58,67.75862068965517
chr7,127589081,4,+,5,165.2
chr7,128455840,3,+,28,46.357142857142854
chr7,128455850,4,+,35,45.25714285714286
chr7,128469344,10,+,16,52.5
chr7,128476743,14,+,20,39.35
chr7,128503432,5,+,9,51.55555555555556
chr7,128661096,4,-,12,29.916666666666668
chr7,128653731,6,+,6,243.5
chr7,128937872,6,+,1,10.0
chr7,130018285,4,-,31,73.61290322580645
chr7,130164702,4,-,8,86.125
chr7,131327878,3,+,7,64.85714285714286
chr7,131661864,11,+,31,48.96774193548387
chr7,131661874,13,-,31,48.96774193548387
chr7,133034506,57,+,156,58.55769230769231
chr7,132784861,4,-,65,65.55384615384615
chr7,132785553,13,-,6,233.33333333333334
chr7,134294615,5,-,5,69.8
chr7,134442346,5,-,95,67.88421052631578
chr7,134986526,4,+,4,24.0
chr7,135165782,5,-,22,82.0
chr7,135168914,6,-,1,1.0
chr7,135148050,10,+,5,42.2
chr7,135185231,5,-,8,75.875
chr7,135185768,7,-,20,93.75
chr7,135662468,36,+,28,57.57142857142857
chr7,137513814,31,+,104,33.11538461538461
chr7,137721965,24,+,64,41.09375
chr7,139021497,6,+,15,59.333333333333336
chr7,139340479,5,+,5,14.2
chr7,139341291,4,+,6,30.833333333333332
chr7,139341314,30,+,17,34.0
chr7,139377824,6,+,8,50.875
chr7,140696667,18,+,114,61.54385964912281
chr7,140696952,8,+,2,42.5
chr7,140697151,22,+,8,38.625
chr7,140702862,14,+,13,149.0
chr7,140704857,78,+,77,55.22077922077922
chr7,141006161,25,-,118,70.27118644067797
chr7,141006437,5,-,6,46.0
chr7,141555451,5,+,5,48.6
chr7,141738341,7,+,131,52.6412213740458
chr7,141739119,4,+,50,142.98
chr7,143263417,93,+,10,27.3
chr7,143264546,5,+,3,129.66666666666666
chr7,143266628,9,+,6,43.166666666666664
chr7,143306249,5,-,13,58.0
chr7,148807373,7,-,30,62.43333333333333
chr7,149003392,21,-,2,97.5
chr7,149873975,10,+,12,197.16666666666666
chr7,150446058,6,-,79,70.89873417721519
chr7,150433715,11,+,5,55.8
chr7,150446059,3,+,79,70.89873417721519
chr7,150625374,4,-,5,44.0
chr7,150685698,28,+,34,36.23529411764706
chr7,150737369,6,+,6,22.166666666666668
chr7,150737569,5,+,5,34.8
chr7,151076621,6,-,30,79.53333333333333
chr7,151081084,9,-,10,49.9
chr7,151341739,4,+,2,65.5
chr7,151466708,45,-,57,72.28070175438596
chr7,155642758,8,-,4,78.75
chr7,157192321,5,-,5,43.0
chr7,157336993,24,+,17,34.470588235294116
chr7,157358543,4,+,4,124.5
chr7,157384864,4,+,3,640.0
chr7,157776044,9,-,5,282.6
chr8,673766,3,-,1,59.0
chr8,6406633,5,+,7,44.142857142857146
chr8,8618472,5,+,7,40.285714285714285
chr8,11111730,4,-,15,55.4
chr8,11494355,5,+,8,36.5
chr8,11769706,9,+,6,27.333333333333332
chr8,11802703,5,+,21,32.333333333333336
chr8,11802724,12,+,79,46.70886075949367
chr8,11808793,5,+,7,98.85714285714286
chr8,11809665,5,+,7,199.14285714285714
chr8,11809720,4,+,2,165.5
chr8,11821748,6,+,8,98.125
chr8,11826021,10,+,8,100.875
chr8,11830247,3,+,6,19.166666666666668
chr8,11844312,8,-,57,62.92982456140351
chr8,18025132,4,+,79,42.30379746835443
chr8,18025336,4,+,6,64.83333333333333
chr8,18066762,5,-,56,85.48214285714286
chr8,18066851,5,-,1,158.0
chr8,22441077,8,+,3,69.0
chr8,22755324,5,+,7,87.28571428571429
chr8,23288093,13,+,15,27.733333333333334
chr8,23567826,6,+,70,49.68571428571428
chr8,23567904,7,+,3,278.6666666666667
chr8,26291494,5,+,1,67.0
chr8,26383034,8,+,64,32.0625
chr8,27491133,5,+,15,37.4
chr8,27774525,5,+,2,46.0
chr8,28338630,5,+,34,42.6764705882353
chr8,28348257,5,-,11,41.54545454545455
chr8,28767660,3,-,9,68.0
chr8,30063092,5,-,46,70.3695652173913
chr8,30095407,29,+,19,35.8421052631579
chr8,30117317,3,+,8,46.0
chr8,30156315,3,+,1,17.0
chr8,30578512,8,-,56,66.41071428571429
chr8,32927962,23,+,30,34.46666666666667
chr8,33498953,4,-,4,58.25
chr8,33499077,9,-,11,65.18181818181819
chr8,34874117,5,-,11,21.363636363636363
chr8,35523578,10,+,15,52.06666666666667
chr8,37762586,13,+,18,37.666666666666664
chr8,38163331,51,-,63,68.42857142857143
chr8,38263129,7,-,14,46.42857142857143
chr8,38266979,19,-,21,60.76190476190476
chr8,38317561,8,-,13,74.53846153846153
chr8,38787212,3,+,4,60.75
chr8,41529183,5,+,1,502.0
chr8,42391825,8,+,11,27.0
chr8,42393842,26,+,28,80.92857142857143
chr8,42394195,11,+,10,95.9
chr8,42398709,9,+,6,143.83333333333334
chr8,42401786,8,+,4,231.75
chr8,42403310,6,+,4,244.25
chr8,42541577,34,+,9,36.333333333333336
chr8,42546465,12,+,9,102.55555555555556
chr8,47157085,10,+,21,31.523809523809526
chr8,47164862,6,+,6,48.833333333333336
chr8,47960915,7,+,5,55.6
chr8,48008402,4,+,54,32.888888888888886
chr8,48043027,3,+,64,64.9375
chr8,48049849,10,+,8,130.875
chr8,48192684,10,+,4,1423.5
chr8,51817568,4,-,10,62.3
chr8,53880871,6,+,6,56.0
chr8,54135197,53,+,3,11.0
chr8,54136506,5,+,5,138.6
chr8,53966553,5,-,70,66.6
chr8,53993660,8,-,1,5.0
chr8,53999946,4,-,4,103.5
chr8,54046368,39,-,52,63.53846153846154
chr8,55773445,4,+,3,49.333333333333336
chr8,56100532,15,+,19,65.36842105263158
chr8,56073049,19,-,2315,66.38228941684665
chr8,56073696,7,-,6,89.16666666666667
chr8,56100909,7,-,7,113.71428571428571
chr8,56211722,15,+,2,69.0
chr8,56214595,4,+,23,92.3913043478261
chr8,58553197,12,+,7,34.0
chr8,60517025,7,+,6,75.66666666666667
chr8,60517114,20,+,4,588.5
chr8,60558848,5,+,4,38.0
chr8,61202251,19,+,29,55.13793103448276
chr8,63015078,25,-,32,66.15625
chr8,66921925,6,-,69,68.08695652173913
chr8,67043078,5,-,72,65.02777777777777
chr8,70573437,5,-,15,42.93333333333333
chr8,70574407,6,-,6,66.5
chr8,70574819,11,-,26,83.96153846153847
chr8,70600021,3,-,12,15.416666666666666
chr8,71841549,18,-,32,69.09375
chr8,71844084,5,+,4,39.0
chr8,73008842,5,+,3,23.0
chr8,73241330,4,-,9,201.0
chr8,73290621,70,-,3707,67.05745886161317
chr8,73291038,7,-,303,108.9075907590759
chr8,73291058,3,-,334,104.47604790419162
chr8,73291086,3,-,59,80.27118644067797
chr8,73291095,3,-,46,78.69565217391305
chr8,73291115,3,-,36,75.44444444444444
chr8,73291543,3,-,32,86.40625
chr8,73291769,3,-,32,76.875
chr8,73292238,5,-,14,72.42857142857143
chr8,73292293,4,-,9,84.77777777777777
chr8,73946093,7,-,11,60.63636363636363
chr8,73946390,9,-,120,70.51666666666667
chr8,73946585,3,-,178,63.342696629213485
chr8,76982887,7,-,1,46.0
chr8,79918716,12,-,28,50.42857142857143
chr8,80037643,4,-,3,76.33333333333333
chr8,81280495,125,+,6,34.0
chr8,81283363,7,+,2,144.5
chr8,81701712,5,-,22,79.4090909090909
chr8,81702445,3,-,2,33.0
chr8,85214486,6,-,209,64.37320574162679
chr8,86460790,6,+,10,43.3
chr8,86474206,5,-,9,67.77777777777777
chr8,89757773,11,+,7,38.42857142857143
chr8,90001443,104,+,12,65.25
chr8,90017211,15,+,2,8.5
chr8,90018867,7,+,1,114.0
chr8,90044848,6,+,3,346.0
chr8,93700529,17,+,7,28.0
chr8,94371958,5,-,9,339.1111111111111
chr8,95024987,15,+,15,35.4
chr8,96261897,5,+,18,46.05555555555556
chr8,96230676,6,-,4,67.5
chr8,96230901,6,-,10,101.8
chr8,96230972,5,-,27,77.37037037037037
chr8,96230980,3,-,11,85.81818181818181
chr8,96231609,3,-,12,71.58333333333333
chr8,96231772,8,-,11,83.0
chr8,97644273,12,+,5,43.4
chr8,97644686,9,+,17,28.764705882352942
chr8,97644751,5,+,5,99.8
chr8,97661092,3,+,5,57.8
chr8,97706626,5,+,5,315.4
chr8,97713670,3,+,4,297.75
chr8,98025338,7,-,2,88.0
chr8,98041707,24,-,3215,69.5950233281493
chr8,98042641,19,-,48,145.3125
chr8,98102336,26,-,32,101.78125
chr8,99887468,4,-,9,182.0
chr8,100150617,79,+,40,127.25
chr8,100151343,18,+,26,95.5
chr8,100151821,8,+,11,115.81818181818181
chr8,100153302,5,+,6,20.5
chr8,100287949,7,-,2,55.0
chr8,100443310,5,+,1,373.0
chr8,100445454,8,+,2,42.5
chr8,100702909,15,-,330,76.26666666666667
chr8,100703134,3,-,18,44.611111111111114
chr8,100703225,4,-,30,81.43333333333334
chr8,100895744,5,-,35,108.6
chr8,100918547,3,-,2,52.5
chr8,100918682,4,-,7,70.0
chr8,100919678,5,-,40,68.025
chr8,100919975,5,-,3,139.0
chr8,100895745,7,+,35,108.6
chr8,100918575,5,+,17,58.76470588235294
chr8,101199053,12,-,2,140.5
chr8,102253884,3,-,7,76.85714285714286
chr8,102648778,6,-,12,102.66666666666667
chr8,103398637,3,-,6,52.5
chr8,103398965,6,-,6,31.666666666666668
chr8,103415364,56,+,17,33.8235294117647
chr8,103420261,4,+,5,76.0
chr8,108201727,11,-,478,69.72384937238493
chr8,108201759,23,-,484,68.97107438016529
chr8,108202980,18,-,18,144.83333333333334
chr8,108203399,3,-,5,3.0
chr8,108214606,6,-,3,140.33333333333334
chr8,108216409,7,-,4,44.5
chr8,108217337,8,-,8,83.0
chr8,108228266,5,-,4,109.75
chr8,108233371,22,-,22,60.54545454545455
chr8,108234998,7,-,3,43.666666666666664
chr8,109334318,30,+,67,48.656716417910445
chr8,109334330,152,+,116,60.80172413793103
chr8,109336074,14,+,1,69.0
chr8,109340480,6,+,5,304.0
chr8,109522806,12,+,7,77.14285714285714
chr8,109539837,4,+,4,34.5
chr8,109540128,6,+,3,101.0
chr8,109550805,12,+,13,314.6923076923077
chr8,116644810,31,-,567,69.20282186948853
chr8,117523190,19,+,21,50.57142857142857
chr8,120395839,5,-,125,68.584
chr8,122781644,4,+,1,59.0
chr8,123219969,4,-,19,78.10526315789474
chr8,123219983,15,-,20,78.5
chr8,123226190,5,-,6,49.833333333333336
chr8,123251161,14,+,12,147.91666666666666
chr8,123416730,10,+,5,25.8
chr8,124539100,204,+,29,59.0
chr8,124543084,8,+,10,107.1
chr8,124543121,10,+,5,176.2
chr8,124547016,5,+,3,231.0
chr8,127579046,15,+,32,39.59375
chr8,127736062,5,+,7,30.571428571428573
chr8,127736230,14,+,15,37.86666666666667
chr8,127738526,3,+,3,163.33333333333334
chr8,127795808,10,+,14,39.57142857142857
chr8,129841468,13,-,32,52.5625
chr8,134477787,17,-,44,67.11363636363636
chr8,141421384,24,+,24,149.16666666666666
chr8,143018462,6,+,54,42.129629629629626
chr8,143020881,4,+,42,112.07142857142857
chr8,143021311,11,+,6,97.83333333333333
chr8,143280819,11,-,12,90.08333333333333
chr8,143574784,11,-,23,76.47826086956522
chr8,143580004,3,-,31,145.5483870967742
chr8,143580082,13,-,6,147.66666666666666
chr8,143580507,7,-,8,125.125
chr8,143580616,7,-,4,0.75
chr8,143581227,7,-,4,175.5
chr8,143612616,3,-,41,66.04878048780488
chr8,143816376,10,-,55,69.0
chr8,144078620,9,+,11,34.18181818181818
chr8,144078640,25,+,12,36.75
chr8,144082611,21,+,11,34.18181818181818
chr8,144085415,9,+,2,43.5
chr8,144095050,5,+,89,33.28089887640449
chr8,144095060,6,+,119,33.46218487394958
chr8,144095829,11,+,13,134.6153846153846
chr8,144095856,11,+,10,167.3
chr8,144096328,10,+,2,305.0
chr8,144096587,8,+,1,565.0
chr8,144097032,5,+,2,315.5
chr8,144105867,5,+,2,256.5
chr8,144106837,4,+,3,349.6666666666667
chr8,144393228,6,-,18,82.11111111111111
chr8,144412413,6,-,24,59.875
chr8,144423600,9,-,93,68.89247311827957
chr8,144463816,14,-,14,65.57142857142857
chr8,144753455,8,-,8,54.0
chr8,144789762,30,-,2761,72.6236870699022
chr8,144789829,5,-,67,89.32835820895522
chr8,144790354,24,-,24,117.5
chr8,144791273,9,-,25,233.52
chr8,144791326,11,-,13,76.61538461538461
chr8,144791775,4,-,6,256.3333333333333
chr8,145052450,8,+,12,68.41666666666667
chr8,145052584,10,+,6,44.666666666666664
chr9,14468,13,-,2,89.0
chr9,16964,4,-,5,29.6
chr9,24326,5,-,4,52.5
chr9,121017,7,-,27,66.96296296296296
chr9,121400,20,-,303,68.53795379537954
chr9,121964,3,-,6,163.83333333333334
chr9,172383,4,-,5,88.6
chr9,172901,17,-,14,59.857142857142854
chr9,173102,3,-,146,67.41095890410959
chr9,173175,8,-,3,84.66666666666667
chr9,175697,7,-,4,490.0
chr9,2015346,4,+,7,42.285714285714285
chr9,2804146,10,-,67,70.11940298507463
chr9,2834030,5,-,8,48.875
chr9,4711154,7,-,7,71.28571428571429
chr9,4792936,3,+,5,25.6
chr9,5450524,7,+,8,32.625
chr9,5357969,5,-,64,70.9375
chr9,5577259,4,-,18,58.22222222222222
chr9,6639126,5,-,17,19.41176470588235
chr9,6504014,6,+,8,54.875
chr9,6645831,5,+,4,52.5
chr9,6675214,27,+,17,105.11764705882354
chr9,7476933,32,+,68,64.8970588235294
chr9,7476934,35,-,70,64.6
chr9,7798339,5,-,142,64.46478873239437
chr9,9090875,5,+,21,131.38095238095238
chr9,9090872,10,-,21,131.38095238095238
chr9,15056287,5,+,7,33.0
chr9,15526971,9,+,13,45.53846153846154
chr9,15464065,3,-,46,64.1304347826087
chr9,15464572,11,-,20,62.85
chr9,19200290,7,+,31,49.064516129032256
chr9,19200286,6,-,31,49.064516129032256
chr9,19200322,9,-,24,56.791666666666664
chr9,19200409,3,-,5,79.6
chr9,19200524,4,-,1,30.0
chr9,19368249,7,-,233,45.506437768240346
chr9,19375906,5,-,3,85.66666666666667
chr9,19376248,6,-,9799,71.8037554852536
chr9,19376252,181,-,9917,71.94706060300494
chr9,19376481,3,-,151,135.5430463576159
chr9,19376503,13,-,226,144.94690265486724
chr9,19378362,4,-,88,122.07954545454545
chr9,19378706,27,-,55,113.74545454545455
chr9,19379485,5,-,4,34.0
chr9,20346287,4,-,17,62.94117647058823
chr9,20658308,17,+,5,51.0
chr9,20658502,3,+,2,581.0
chr9,20658553,11,+,2,526.5
chr9,32552275,81,+,2,40.0
chr9,32457002,3,-,7,84.57142857142857
chr9,33025267,7,+,178,36.01123595505618
chr9,33026473,17,+,14,97.71428571428571
chr9,33026810,4,+,4,70.0
chr9,33026875,13,+,3,120.33333333333333
chr9,33029882,3,+,5,103.8
chr9,33030480,8,+,3,261.0
chr9,33034214,3,+,3,112.0
chr9,32972613,3,-,6,48.833333333333336
chr9,32973375,11,-,27,61.2962962962963
chr9,33044975,3,-,6,55.333333333333336
chr9,33047150,10,-,11,68.81818181818181
chr9,33110636,6,-,21,73.19047619047619
chr9,33255018,8,-,19,79.47368421052632
chr9,33266007,4,+,8,128.875
chr9,33267850,5,+,7,112.14285714285714
chr9,33270622,7,+,5,45.8
chr9,33276453,4,+,4,23.5
chr9,34613544,10,-,103,61.12621359223301
chr9,35056556,5,-,32,78.375
chr9,35056904,4,-,26,70.1923076923077
chr9,35099889,8,-,196,65.0561224489796
chr9,35101420,6,-,2,49.0
chr9,35592755,9,-,7,29.285714285714285
chr9,35649281,10,-,80,63.7625
chr9,35658301,32,+,21,44.095238095238095
chr9,35682000,13,-,25,94.6
chr9,35732572,38,+,12,34.083333333333336
chr9,35812958,8,-,63,78.55555555555556
chr9,35970926,16,+,49,46.673469387755105
chr9,35970927,15,-,49,46.673469387755105
chr9,36190893,5,+,22,73.13636363636364
chr9,36191015,34,+,9,112.66666666666667
chr9,36197549,8,+,9,300.77777777777777
chr9,36198976,7,+,4,195.0
chr9,36204066,9,+,3,509.6666666666667
chr9,37120529,4,+,4,28.5
chr9,37284170,3,+,1,70.0
chr9,37422659,76,+,23,32.08695652173913
chr9,37485934,10,+,5,44.6
chr9,37400508,3,-,1,26.0
chr9,37405205,7,-,21,72.52380952380952
chr9,37588411,199,-,201,58.0547263681592
chr9,37588485,10,-,4,136.0
chr9,37588700,249,-,234,68.96153846153847
chr9,37635422,4,+,4,83.5
chr9,37753801,4,+,10,45.5
chr9,37774495,9,-,12,66.0
chr9,37780452,62,-,63,69.60317460317461
chr9,38392719,6,+,7,56.285714285714285
chr9,40091348,6,-,8,62.5
chr9,40091633,13,-,21,114.14285714285714
chr9,40091770,3,-,7,55.857142857142854
chr9,41131284,7,-,27,66.96296296296296
chr9,41131667,19,-,298,69.37248322147651
chr9,41132228,4,-,5,128.8
chr9,41182421,3,-,4,49.25
chr9,41182677,3,-,5,85.4
chr9,41183198,15,-,17,60.529411764705884
chr9,41183396,3,-,146,67.54794520547945
chr9,41183469,5,-,4,94.75
chr9,41185992,6,-,4,490.0
chr9,41358869,5,+,8,36.75
chr9,61854098,6,+,5,31.4
chr9,63688742,9,-,8,62.5
chr9,63689027,17,-,20,117.85
chr9,63689164,4,-,6,54.5
chr9,63832052,3,-,11,60.54545454545455
chr9,65287459,6,-,21,72.0
chr9,65287848,18,-,203,70.48275862068965
chr9,65646905,5,-,5,52.2
chr9,65675880,7,+,108,80.38888888888889
chr9,65679162,28,+,40,64.6
chr9,65681571,4,+,4,173.75
chr9,65690963,6,+,6,139.83333333333334
chr9,65698490,5,+,6,42.166666666666664
chr9,65703580,5,+,95,39.95789473684211
chr9,65706391,9,+,1,72.0
chr9,65707856,18,+,23,33.08695652173913
chr9,65708023,5,+,4,81.5
chr9,65708145,7,+,4,563.25
chr9,65708331,3,+,4,5.0
chr9,65708500,6,+,3,566.6666666666666
chr9,65708740,3,+,3,24.0
chr9,65708822,5,+,3,39.0
chr9,65718951,14,+,21,52.76190476190476
chr9,65722697,4,+,5,46.8
chr9,65732990,4,+,3,125.0
chr9,66269984,5,+,9,34.44444444444444
chr9,68241925,6,+,84,76.75
chr9,68242053,15,+,2,52.5
chr9,68245209,28,+,40,64.6
chr9,68247610,4,+,4,173.75
chr9,68256917,6,+,6,139.33333333333334
chr9,68264443,5,+,6,42.166666666666664
chr9,68269546,3,+,77,41.922077922077925
chr9,68272364,9,+,1,72.0
chr9,68273835,24,+,24,30.708333333333332
chr9,68274311,10,+,4,5.0
chr9,68274397,7,+,6,6.833333333333333
chr9,68274720,4,+,3,24.0
chr9,68274802,5,+,3,39.0
